SOC,R0 [Ohm],R1 [Ohm],R2 [Ohm],tau1 [s],tau2 [s],Temperature_degC
0.44772389419279984,0.10351909641637938,0.022080642121033774,0.02738573193532379,18.342194700010484,170.00178303518177,15
0.48863322984114654,0.10303988295113879,0.020420004241988313,0.02263679072048568,15.522718196771367,115.66552952299239,15
0.529542874238163,0.10255925392383251,0.01884650186413642,0.021050528346754235,12.817610975471027,80.65744357140211,15
0.5704524941239664,0.10124769045416306,0.011998997775488013,0.02841805232188542,5.0,39.066726508683146,15
0.6113621595067753,0.10620665445252357,0.006192177883701305,0.0355149527651649,7.075711150257642,31.374923136903586,15
0.6522717876900612,0.10146051556188364,0.015623901450458196,0.04284572433447669,5.053119638510144,51.94636011456732,15
0.6931812518976136,0.1044545972296901,0.021479544922472147,0.04203115917967492,10.549452654666112,81.35752507852261,15
0.7340907037312188,0.10529189950715304,0.023832671730220054,0.03898794097680843,12.978252453121977,95.91815945905893,15
0.7749999877979938,0.10568139738168236,0.02215496561219716,0.037665975749713,10.914233217759932,84.90413831972833,15
0.8159090642608214,0.10585590867562344,0.021085858555878856,0.03601371336340153,8.904134751224191,76.27403296230267,15
0.8568183648960166,0.10759739029606234,0.02263916724076159,0.030358108296951337,10.80566627962823,84.13464597810308,15
0.8977276399800984,0.10883977199412616,0.022802313150736043,0.026288260597400505,10.342428894164021,84.49334122142675,15
0.9386366721218067,0.10798164297955877,0.020672395960218987,0.02633583369424884,5.312779730435851,59.67660718858573,15
0.9795455645481128,0.10935192197964905,0.02043044817652026,0.023210773656118476,5.002542902488311,56.330958940021354,15
1.01,0.10935192197964905,0.02043044817652026,0.023210773656118476,5.002542902488311,56.330958940021354,15
0.05,0.05916704257722317,0.018977656589864958,0.057601281438087445,6.718105705081281,179.96540171549654,25
0.16135022844294922,0.05916704257722317,0.018977656589864958,0.057601281438087445,6.718105705081281,179.96540171549654,25
0.20225937931323104,0.05678118380573193,0.01739535959159773,0.051948244292201476,8.802636639816582,179.99981005500237,25
0.24316832642530425,0.05625144138074937,0.017079385383203097,0.02910437093221747,13.146850487676614,147.5619360713345,25
0.2840774118022076,0.05435881497961207,0.012339265091053318,0.024093531110959673,9.349575664140563,80.18314639224772,25
0.3249867450638988,0.0536696962804571,0.012723813563520711,0.026189842011329473,10.540071450081129,99.51933973947774,25
0.3658962905164905,0.05317704665106957,0.012901529110356295,0.024069979794613394,11.126235247025322,96.93176228898197,25
0.40680587826266695,0.05282164311900966,0.013194957948809163,0.01972442537113641,11.616399008003294,87.78363658390816,25
0.4477158480960846,0.052487119640607066,0.013322348904307316,0.01588921713668888,11.453572711889514,75.59726169057917,25
0.48862592202571303,0.052290242092875014,0.012836269202134164,0.01320909190683506,10.772246403429623,58.91428413569473,25
0.5295362511923799,0.05208194558653404,0.010512697219473496,0.013523562138696871,8.200148065687616,38.03561984750361,25
0.5704464949898155,0.052209849667610914,0.005721412065092582,0.018136207220197893,5.011438199021704,21.22695934530469,25
0.6113564957494135,0.05367580446852558,0.02638818128400195,1.0000000000000226e-05,17.007691339539853,30.670500189613712,25
0.6522664659637806,0.05238317752604885,0.008830406402342339,0.026589917293697557,5.0,35.44084529133824,25
0.6931762757825483,0.05314229770087766,0.011038675996148503,0.024956399814580185,7.1769065471360225,42.47919379414559,25
0.7340856775911038,0.05346190959125985,0.01152631397319352,0.023387350347209457,7.6062019009987365,43.88911929819053,25
0.7749949234023935,0.05361365503320981,0.011530350557809762,0.021902996011163137,7.568634533800422,43.421515011677805,25
0.8159041020257125,0.05376387504040037,0.01064331994257863,0.020810477731454325,6.749429798189008,39.87986678422045,25
0.8568137693294825,0.05390548510238306,0.00995649976356303,0.01946054947283125,5.902642996167517,36.75310502064207,25
0.8977240471568584,0.054116490844923724,0.00969940561204464,0.017510829631025314,5.51591460921823,35.28699742650754,25
0.938634512174647,0.05417116316305072,0.00927646851229968,0.015789840526177167,5.0,33.41912494563075,25
0.9795449199512389,0.054300527138925164,0.008427332372682707,0.01462268236646292,5.00100957583885,30.553541315831918,25
1.01,0.054300527138925164,0.008427332372682707,0.01462268236646292,5.00100957583885,30.553541315831918,25
0.05,0.03141938419190826,0.011922722414476583,0.028510773060127302,14.627318209204867,154.42084808181068,40
0.1613483178376058,0.03141938419190826,0.011922722414476583,0.028510773060127302,14.627318209204867,154.42084808181068,40
0.2022582036268071,0.03009783393846519,0.013048069633352864,0.015131786134313334,13.195447070405631,179.99638530048082,40
0.24316803712344545,0.029529677587127205,0.012360042454084275,0.013139059974041255,13.460734048788359,180.0,40
0.2840781238060871,0.029282279539558698,0.01110717091599746,0.00846729487205998,14.094382814193818,89.57258661465707,40
0.3249884475923608,0.028410626206811427,0.0066548225740354254,0.013045663776490964,7.351935510934228,59.111767161792,40
0.36589877484604266,0.028423821731424784,0.008089642771594257,0.017256375869449985,9.604079766834298,97.78369639171123,40
0.4068091329168042,0.028319857539902796,0.00859961537189807,0.014441963060600941,10.44244992196568,92.56744965392939,40
0.4477193656427509,0.02832461668052742,0.00890487597929635,0.010780876412677104,10.612302316933855,77.72029961393343,40
0.48862939483285667,0.028264359073151873,0.008983110987488167,0.008306024023982152,10.198674742525858,62.08663956759072,40
0.5295391447116169,0.028229683231278717,0.00830415587038065,0.007367856582186435,8.765970329694495,41.7708489024696,40
0.5704486802528024,0.028287764046113252,0.003909475084277129,0.01139960711026024,5.007009009695769,19.257347156848436,40
0.6113578837825756,0.028802381313226676,0.01774697456154834,1e-05,14.979069122247262,29.58012287183753,40
0.6522669359994269,0.028532341325196442,0.0048853514958411975,0.020116101819999857,5.000000000000001,33.24734145146653,40
0.6931761643612919,0.028723747088110752,0.007136859541605633,0.0201255803871427,7.234747767119934,46.41476644197132,40
0.7340857246150733,0.028947406943589226,0.008774279846691758,0.017952747150425878,9.21765513899625,56.173021766989386,40
0.7749952965231734,0.028995723700704416,0.009501993282487544,0.01526802286309938,9.931127252018236,59.938251751355345,40
0.8159049807042106,0.029071804251065054,0.009506912619454739,0.012838381551596853,9.874550755541724,57.63476734560826,40
0.8568148186300159,0.029238003757137032,0.009259783293072029,0.010615435319770135,9.479187071523798,53.16269986372711,40
0.8977248280260481,0.02932073554281256,0.009801252590284337,0.008029869497900547,10.060562892417481,59.99158503369615,40
0.9386348826980441,0.029512792537772572,0.009539593097582786,0.0064693528075488674,9.796572997314357,61.284867416624444,40
0.9795449680064457,0.029882003347413602,0.009168118679460033,0.005213406664136772,9.817008210451354,61.22635168455828,40
1.01,0.029882003347413602,0.009168118679460033,0.005213406664136772,9.817008210451354,61.22635168455828,40
